content_id,total_attempts,correct_attempts,avg_time,std_time,accuracy,failure_rate,retry_rate,part,part_difficulty,cluster,difficulty_level
23,41,28,22146.342,6018.974063782615,0.6829268292682927,0.31707317073170727,0.05405405405405406,1,0.3,2,Medium
24,72,49,24842.584,10369.230889144785,0.6805555555555556,0.3194444444444444,0.09090909090909091,1,0.3,2,Medium
25,91,68,23063.188,7238.553550893818,0.7472527472527473,0.25274725274725274,0.02247191011235955,1,0.3,2,Medium
26,47,35,21914.895,5606.013026532672,0.7446808510638298,0.25531914893617025,0.1,1,0.3,2,Medium
27,60,40,20916.666,6431.626482394599,0.6666666666666666,0.33333333333333337,0.09433962264150944,1,0.3,2,Medium
28,88,54,24308.705,13029.44114869611,0.6136363636363636,0.38636363636363635,0.18840579710144928,1,0.3,2,Medium
29,22,11,19363.637,6260.575468341964,0.5,0.5,0.1,1,0.3,2,Medium
30,37,33,23021.621,13857.431522775369,0.8918918918918919,0.10810810810810811,0.05714285714285714,1,0.3,2,Medium
31,56,46,21214.285,6577.411167194709,0.8214285714285714,0.1785714285714286,0.0784313725490196,1,0.3,2,Medium
32,49,41,22933.674,14491.985528485153,0.8367346938775511,0.16326530612244894,0.09523809523809523,1,0.3,2,Medium
33,54,40,23191.352,11146.930917246435,0.7407407407407407,0.2592592592592593,0.058823529411764705,1,0.3,2,Medium
34,56,39,20956.84,6238.54451200332,0.6964285714285714,0.3035714285714286,0.10416666666666667,1,0.3,2,Medium
35,34,29,20235.295,5331.773390405017,0.8529411764705882,0.1470588235294118,0.0625,1,0.3,2,Medium
36,42,35,20801.572,6214.797593560056,0.8333333333333334,0.16666666666666663,0.07692307692307693,1,0.3,2,Medium
37,74,60,24002.703,10977.710580154519,0.8108108108108109,0.18918918918918914,0.09230769230769231,1,0.3,2,Medium
38,37,35,21283.783,8086.803843076472,0.9459459459459459,0.05405405405405406,0.0,1,0.3,1,Easy
39,147,82,22335.707,7409.115136018555,0.5578231292517006,0.44217687074829937,0.21739130434782608,1,0.3,2,Medium
40,39,31,19794.871,5897.10895796222,0.7948717948717948,0.20512820512820518,0.11764705882352941,1,0.3,2,Medium
41,19,18,22157.895,11398.16338955407,0.9473684210526315,0.052631578947368474,0.0,1,0.3,1,Easy
42,28,27,20973.215,5026.015322942721,0.9642857142857143,0.0357142857142857,0.037037037037037035,1,0.3,2,Medium
43,39,38,21649.564,5845.978108224093,0.9743589743589743,0.02564102564102566,0.0,1,0.3,1,Easy
44,36,32,23138.889,9442.0118249019,0.8888888888888888,0.11111111111111116,0.02857142857142857,1,0.3,2,Medium
45,167,115,21296.4,6961.358440568252,0.688622754491018,0.31137724550898205,0.13286713286713286,1,0.3,2,Medium
46,30,25,21283.334,9546.332869975144,0.8333333333333334,0.16666666666666663,0.1111111111111111,1,0.3,2,Medium
47,41,33,20138.195,5195.615373656485,0.8048780487804879,0.19512195121951215,0.10810810810810811,1,0.3,2,Medium
48,39,29,23851.281,19072.974429182468,0.7435897435897436,0.2564102564102564,0.08333333333333333,1,0.3,2,Medium
49,12,7,20333.334,2640.018365409031,0.5833333333333334,0.41666666666666663,0.09090909090909091,1,0.3,2,Medium
50,93,78,18301.076,5075.056106429117,0.8387096774193549,0.16129032258064513,0.010869565217391304,1,0.3,2,Medium
51,99,90,22531.13,20986.600600094505,0.9090909090909091,0.09090909090909094,0.0,1,0.3,1,Easy
52,139,116,23281.41,9863.196354662236,0.8345323741007195,0.16546762589928055,0.13043478260869565,1,0.3,2,Medium
53,44,31,24467.773,23363.586214114377,0.7045454545454546,0.2954545454545454,0.07317073170731707,1,0.3,2,Medium
54,39,32,20217.95,5014.1836610533755,0.8205128205128205,0.17948717948717952,0.08571428571428572,1,0.3,2,Medium
55,197,118,22899.994,9185.391642021641,0.5989847715736041,0.4010152284263959,0.1286549707602339,1,0.3,2,Medium
56,113,88,21256.62,5924.646944451904,0.7787610619469026,0.22123893805309736,0.08823529411764706,1,0.3,2,Medium
57,37,35,22668.918,9028.899214246498,0.9459459459459459,0.05405405405405406,0.0,1,0.3,1,Easy
58,171,64,22076.21,9030.242052133699,0.3742690058479532,0.6257309941520468,0.3333333333333333,1,0.3,0,Hard
59,56,51,22440.465,7456.837087140621,0.9107142857142857,0.0892857142857143,0.037037037037037035,1,0.3,2,Medium
60,53,40,20528.303,7151.12625230058,0.7547169811320755,0.24528301886792447,0.1111111111111111,1,0.3,2,Medium
61,83,66,20991.951,6030.651115401877,0.7951807228915663,0.20481927710843373,0.07792207792207792,1,0.3,2,Medium
62,94,61,21639.16,6631.350039008164,0.648936170212766,0.35106382978723405,0.1794871794871795,1,0.3,2,Medium
63,72,48,22564.805,12299.929676472377,0.6666666666666666,0.33333333333333337,0.07692307692307693,1,0.3,2,Medium
64,161,100,22659.41,7174.553543141245,0.6211180124223602,0.3788819875776398,0.16911764705882354,1,0.3,2,Medium
65,106,92,24628.924,25049.636756875196,0.8679245283018868,0.13207547169811318,0.10638297872340426,1,0.3,2,Medium
66,30,25,20277.732,5515.5986884429885,0.8333333333333334,0.16666666666666663,0.11538461538461539,1,0.3,2,Medium
67,40,36,20475.0,4590.891204470223,0.9,0.09999999999999998,0.02702702702702703,1,0.3,2,Medium
68,37,35,22555.555,8686.424365293711,0.9459459459459459,0.05405405405405406,0.027777777777777776,1,0.3,2,Medium
69,67,36,22293.521,5200.511549308509,0.5373134328358209,0.4626865671641791,0.18518518518518517,1,0.3,2,Medium
70,31,29,20408.58,8406.204997001494,0.9354838709677419,0.06451612903225812,0.03333333333333333,1,0.3,2,Medium
71,42,29,21150.785,5047.302981988109,0.6904761904761905,0.30952380952380953,0.11428571428571428,1,0.3,2,Medium
72,71,55,22379.098,6146.8647505512445,0.7746478873239436,0.22535211267605637,0.04477611940298507,1,0.3,2,Medium
73,39,32,21119.64,5570.144883720802,0.8205128205128205,0.17948717948717952,0.05405405405405406,1,0.3,2,Medium
74,15,5,18133.334,7150.09157450515,0.3333333333333333,0.6666666666666667,0.07142857142857142,1,0.3,2,Medium
75,47,38,21276.596,6605.999011634851,0.8085106382978723,0.19148936170212771,0.045454545454545456,1,0.3,2,Medium
76,140,84,25343.086,25584.219681233906,0.6,0.4,0.1565217391304348,1,0.3,2,Medium
77,89,59,21397.0,8063.500598939083,0.6629213483146067,0.3370786516853933,0.11392405063291139,1,0.3,2,Medium
78,50,42,20600.0,6275.966467568228,0.84,0.16000000000000003,0.13636363636363635,1,0.3,2,Medium
79,27,26,23246.889,7803.9876263225115,0.9629629629629629,0.03703703703703709,0.0,1,0.3,1,Easy
80,34,28,23813.705,13146.751608297289,0.8235294117647058,0.17647058823529416,0.18518518518518517,1,0.3,2,Medium
81,25,19,22120.0,12580.805485606503,0.76,0.24,0.041666666666666664,1,0.3,2,Medium
82,14,10,22285.715,7215.672807572005,0.7142857142857143,0.2857142857142857,0.0,1,0.3,1,Easy
83,95,75,21424.895,7729.953721853273,0.7894736842105263,0.21052631578947367,0.09302325581395349,1,0.3,2,Medium
84,42,39,21529.762,5778.482579149801,0.9285714285714286,0.0714285714285714,0.024390243902439025,1,0.3,2,Medium
85,70,54,21755.943,6108.754212249244,0.7714285714285715,0.22857142857142854,0.09375,1,0.3,2,Medium
86,75,56,22311.107,7533.587707409081,0.7466666666666667,0.2533333333333333,0.13636363636363635,1,0.3,2,Medium
87,24,20,21958.334,11468.21379013453,0.8333333333333334,0.16666666666666663,0.0,1,0.3,1,Easy
88,97,57,22094.33,7670.12561109884,0.5876288659793815,0.41237113402061853,0.19230769230769232,1,0.3,2,Medium
89,56,49,22574.393,11722.329009479876,0.875,0.125,0.037037037037037035,1,0.3,2,Medium
90,24,20,20208.334,6814.174272389338,0.8333333333333334,0.16666666666666663,0.043478260869565216,1,0.3,2,Medium
91,24,21,19708.334,4601.3151869085605,0.875,0.125,0.0,1,0.3,1,Easy
92,12,10,22500.0,4622.081388685877,0.8333333333333334,0.16666666666666663,0.0,1,0.3,1,Easy
93,30,29,30533.334,51192.492265642,0.9666666666666667,0.033333333333333326,0.034482758620689655,1,0.3,2,Medium
94,20,19,21550.0,6168.468205316454,0.95,0.050000000000000044,0.1111111111111111,1,0.3,2,Medium
95,48,35,21979.166,8553.932984513387,0.7291666666666666,0.27083333333333337,0.06818181818181818,1,0.3,2,Medium
96,30,18,25625.0,18538.490945913698,0.6,0.4,0.1111111111111111,1,0.3,2,Medium
97,30,27,21016.666,8090.25950452609,0.9,0.09999999999999998,0.034482758620689655,1,0.3,2,Medium
98,151,119,23241.723,12236.401200875442,0.7880794701986755,0.21192052980132448,0.08888888888888889,1,0.3,2,Medium
99,31,31,21741.936,6980.772363836176,1.0,0.0,0.0,1,0.3,1,Easy
100,70,23,22009.514,4221.712715642332,0.32857142857142857,0.6714285714285715,0.029411764705882353,1,0.3,2,Medium
101,8,4,19500.0,5291.50262212918,0.5,0.5,0.0,1,0.3,1,Easy
102,29,25,18137.932,6690.7406056591935,0.8620689655172413,0.13793103448275867,0.03571428571428571,1,0.3,2,Medium
103,79,57,23598.088,8483.062957038199,0.7215189873417721,0.2784810126582279,0.16923076923076924,1,0.3,2,Medium
104,90,74,20473.145,6520.656442381819,0.8222222222222222,0.1777777777777778,0.03488372093023256,1,0.3,2,Medium
105,49,34,22193.836,10857.78484803058,0.6938775510204082,0.30612244897959184,0.14634146341463414,1,0.3,2,Medium
106,53,43,23512.566,12661.329061220893,0.8113207547169812,0.18867924528301883,0.08163265306122448,1,0.3,2,Medium
107,123,86,24618.959,15699.117783189762,0.6991869918699187,0.30081300813008127,0.08181818181818182,1,0.3,2,Medium
108,89,75,21516.854,18544.854934327202,0.8426966292134831,0.1573033707865169,0.011363636363636364,1,0.3,2,Medium
109,20,19,22445.8,7692.01672001905,0.95,0.050000000000000044,0.0,1,0.3,1,Easy
110,143,98,25335.3,24652.08107549147,0.6853146853146853,0.3146853146853147,0.0916030534351145,1,0.3,2,Medium
111,59,49,21495.764,6549.626786785017,0.8305084745762712,0.1694915254237288,0.07547169811320754,1,0.3,2,Medium
112,32,30,20843.75,9186.629045836478,0.9375,0.0625,0.0,1,0.3,1,Easy
113,44,38,21795.455,6493.573013854386,0.8636363636363636,0.13636363636363635,0.07317073170731707,1,0.3,2,Medium
114,100,66,23216.83,9922.786685053281,0.66,0.33999999999999997,0.0989010989010989,1,0.3,2,Medium
115,22,21,26000.0,16710.418763097925,0.9545454545454546,0.045454545454545414,0.047619047619047616,1,0.3,2,Medium
116,8,4,19375.0,5262.739645035518,0.5,0.5,0.0,1,0.3,1,Easy
117,32,31,26875.0,34642.64573074358,0.96875,0.03125,0.0,1,0.3,1,Easy
118,45,39,23211.111,13808.959907877701,0.8666666666666667,0.1333333333333333,0.047619047619047616,1,0.3,2,Medium
119,47,40,23536.51,15197.502944022746,0.851063829787234,0.14893617021276595,0.11904761904761904,1,0.3,2,Medium
120,94,74,23800.701,11688.878149054179,0.7872340425531915,0.21276595744680848,0.056179775280898875,1,0.3,2,Medium
121,53,43,23056.604,14827.748278584388,0.8113207547169812,0.18867924528301883,0.06,1,0.3,2,Medium
122,109,71,23377.22,7543.354462284199,0.6513761467889908,0.3486238532110092,0.13043478260869565,1,0.3,2,Medium
123,97,72,21793.814,8042.77385857679,0.7422680412371134,0.25773195876288657,0.11904761904761904,1,0.3,2,Medium
124,68,49,21562.5,6317.526999393014,0.7205882352941176,0.27941176470588236,0.14035087719298245,1,0.3,2,Medium
125,49,42,21831.633,10122.863426203983,0.8571428571428571,0.1428571428571429,0.043478260869565216,1,0.3,2,Medium
126,73,59,23574.191,9999.398755060689,0.8082191780821918,0.1917808219178082,0.12698412698412698,1,0.3,2,Medium
127,39,35,19461.54,5730.096691781562,0.8974358974358975,0.10256410256410253,0.02631578947368421,1,0.3,2,Medium
128,89,86,24818.965,20626.882657768234,0.9662921348314607,0.0337078651685393,0.011363636363636364,1,0.3,2,Medium
129,45,32,22537.021,8464.33141452705,0.7111111111111111,0.28888888888888886,0.046511627906976744,1,0.3,2,Medium
130,156,123,22290.059,15069.824821740312,0.7884615384615384,0.21153846153846156,0.1721311475409836,1,0.3,2,Medium
131,63,55,21488.365,10137.574120172278,0.873015873015873,0.12698412698412698,0.03278688524590164,1,0.3,2,Medium
132,38,35,20743.422,6236.468281706722,0.9210526315789473,0.07894736842105265,0.05555555555555555,1,0.3,2,Medium
133,40,33,20150.0,7727.075275140803,0.825,0.17500000000000004,0.08108108108108109,1,0.3,2,Medium
134,174,74,23020.97,7193.936681403868,0.42528735632183906,0.5747126436781609,0.24060150375939848,1,0.3,2,Medium
135,54,51,22107.408,10690.691628293505,0.9444444444444444,0.05555555555555558,0.0,1,0.3,1,Easy
136,38,31,23289.475,12040.2655415111,0.8157894736842105,0.1842105263157895,0.02702702702702703,1,0.3,2,Medium
137,2,2,21000.0,0.0,1.0,0.0,0.0,1,0.3,1,Easy
138,63,55,25376.984,13247.70773049614,0.873015873015873,0.12698412698412698,0.03278688524590164,1,0.3,2,Medium
139,85,67,23094.117,7939.782336904644,0.788235294117647,0.21176470588235297,0.05128205128205128,1,0.3,2,Medium
140,51,44,23169.922,11029.574802036816,0.8627450980392157,0.13725490196078427,0.0851063829787234,1,0.3,2,Medium
141,47,40,21297.873,4933.9766729723915,0.851063829787234,0.14893617021276595,0.06818181818181818,1,0.3,2,Medium
142,82,64,20225.61,5765.02462118477,0.7804878048780488,0.2195121951219512,0.09722222222222222,1,0.3,2,Medium
143,43,32,23034.883,7857.65879711454,0.7441860465116279,0.2558139534883721,0.075,1,0.3,2,Medium
144,108,71,23655.092,15038.491019410134,0.6574074074074074,0.34259259259259256,0.09278350515463918,1,0.3,2,Medium
145,33,24,19828.273,6746.456733319014,0.7272727272727273,0.2727272727272727,0.03125,1,0.3,2,Medium
146,8,3,23000.0,6094.49400220044,0.375,0.625,0.14285714285714285,1,0.3,2,Medium
147,5,5,16200.0,6379.655163094632,1.0,0.0,0.0,1,0.3,1,Easy
148,64,50,21947.906,8721.072705460527,0.78125,0.21875,0.06666666666666667,1,0.3,2,Medium
149,140,92,24765.47,24316.95518923858,0.6571428571428571,0.34285714285714286,0.15,1,0.3,2,Medium
150,39,33,21333.334,6182.885263001296,0.8461538461538461,0.15384615384615385,0.11428571428571428,1,0.3,2,Medium
151,29,28,19390.793,5820.818642592358,0.9655172413793104,0.03448275862068961,0.03571428571428571,1,0.3,2,Medium
152,99,80,19077.434,6446.024060377976,0.8080808080808081,0.19191919191919193,0.0,1,0.3,1,Easy
153,76,58,21358.553,6323.808916351467,0.7631578947368421,0.23684210526315785,0.11764705882352941,1,0.3,2,Medium
154,7,6,20000.0,2236.0679774997893,0.8571428571428571,0.1428571428571429,0.0,1,0.3,1,Easy
155,33,29,19840.908,4898.109561119196,0.8787878787878788,0.12121212121212122,0.03125,1,0.3,2,Medium
156,100,90,18839.99,6751.718168897618,0.9,0.09999999999999998,0.03125,1,0.3,2,Medium
157,152,93,22966.986,7060.048108748196,0.6118421052631579,0.38815789473684215,0.18253968253968253,1,0.3,2,Medium
158,25,24,20950.0,10229.654604791567,0.96,0.040000000000000036,0.0,1,0.3,1,Easy
159,116,80,25637.207,26767.249374372877,0.6896551724137931,0.31034482758620685,0.16,1,0.3,2,Medium
160,25,23,20400.0,5107.1844820148535,0.92,0.07999999999999996,0.0,1,0.3,1,Easy
161,60,57,20950.0,7340.218904046531,0.95,0.050000000000000044,0.05357142857142857,1,0.3,2,Medium
162,32,26,19343.75,6921.725381584024,0.8125,0.1875,0.03225806451612903,1,0.3,2,Medium
163,56,53,22485.107,11285.987398183113,0.9464285714285714,0.0535714285714286,0.01818181818181818,1,0.3,2,Medium
164,79,59,22248.938,6353.4161683903085,0.7468354430379747,0.25316455696202533,0.0684931506849315,1,0.3,2,Medium
165,143,92,22795.447,9715.800025541612,0.6433566433566433,0.35664335664335667,0.13934426229508196,1,0.3,2,Medium
166,39,29,21435.896,9458.482330120609,0.7435897435897436,0.2564102564102564,0.08333333333333333,1,0.3,2,Medium
167,27,26,20916.629,9288.030507255222,0.9629629629629629,0.03703703703703709,0.08333333333333333,1,0.3,2,Medium
168,41,35,21231.707,7458.298700923364,0.8536585365853658,0.14634146341463417,0.025,1,0.3,2,Medium
169,41,38,21219.512,3817.80169156251,0.926829268292683,0.07317073170731703,0.025,1,0.3,2,Medium
170,67,49,23080.836,12741.939965275988,0.7313432835820896,0.26865671641791045,0.11666666666666667,1,0.3,2,Medium
171,105,75,23241.258,11527.890754624175,0.7142857142857143,0.2857142857142857,0.08421052631578947,1,0.3,2,Medium
172,144,74,21647.57,5993.251828320017,0.5138888888888888,0.48611111111111116,0.112,1,0.3,2,Medium
173,71,47,22725.352,8470.02645146585,0.6619718309859155,0.3380281690140845,0.05970149253731343,1,0.3,2,Medium
174,76,61,23253.275,11293.871865867417,0.8026315789473685,0.19736842105263153,0.13636363636363635,1,0.3,2,Medium
175,868,308,23235.252,8604.431736348271,0.3548387096774194,0.6451612903225806,0.06319702602230483,1,0.3,2,Medium
176,89,48,21673.213,6276.606817946211,0.5393258426966292,0.4606741573033708,0.24615384615384617,1,0.3,2,Medium
177,21,20,21206.334,11291.330405817258,0.9523809523809523,0.04761904761904767,0.0,1,0.3,1,Easy
178,28,28,24964.285,21470.87975022629,1.0,0.0,0.0,1,0.3,1,Easy
179,34,26,19509.795,5657.62191062647,0.7647058823529411,0.23529411764705888,0.0625,1,0.3,2,Medium
180,96,57,21788.188,6450.491258831622,0.59375,0.40625,0.10843373493975904,1,0.3,2,Medium
181,45,24,24733.334,12995.453750516686,0.5333333333333333,0.4666666666666667,0.18421052631578946,1,0.3,2,Medium
182,49,37,23301.02,11164.837333659403,0.7551020408163265,0.24489795918367352,0.06666666666666667,1,0.3,2,Medium
183,137,105,21358.875,5432.322289999945,0.7664233576642335,0.23357664233576647,0.030534351145038167,1,0.3,2,Medium
184,92,75,20704.707,6362.285555077875,0.8152173913043478,0.18478260869565222,0.10975609756097561,1,0.3,2,Medium
185,214,130,21317.365,6047.678687704789,0.6074766355140186,0.39252336448598135,0.10526315789473684,1,0.3,2,Medium
186,118,74,21692.373,7179.93591833486,0.6271186440677966,0.3728813559322034,0.18556701030927836,1,0.3,2,Medium
187,149,129,22997.873,8964.053858884436,0.8657718120805369,0.13422818791946312,0.13178294573643412,1,0.3,2,Medium
188,41,33,24235.365,12056.897631140646,0.8048780487804879,0.19512195121951215,0.05128205128205128,1,0.3,2,Medium
189,176,66,24490.812,12418.699566336589,0.375,0.625,0.2391304347826087,1,0.3,2,Medium
190,39,34,23256.41,11904.704838883856,0.8717948717948718,0.1282051282051282,0.02702702702702703,1,0.3,2,Medium
191,111,85,22764.703,10667.202119832373,0.7657657657657657,0.23423423423423428,0.14432989690721648,1,0.3,2,Medium
192,24,23,19695.652,5684.386771185338,0.9583333333333334,0.04166666666666663,0.0,1,0.3,1,Easy
193,94,84,25282.266,19344.338597305818,0.8936170212765957,0.1063829787234043,0.03296703296703297,1,0.3,2,Medium
194,113,81,22973.443,9315.484778561344,0.7168141592920354,0.2831858407079646,0.13131313131313133,1,0.3,2,Medium
195,65,56,21300.0,11260.689366108987,0.8615384615384616,0.1384615384615384,0.06666666666666667,1,0.3,2,Medium
196,37,34,17608.107,7233.34786397843,0.918918918918919,0.08108108108108103,0.0,2,0.35,1,Easy
197,41,27,18146.342,11803.730290907522,0.6585365853658537,0.3414634146341463,0.025,2,0.35,2,Medium
198,38,27,15684.211,5067.678519411271,0.7105263157894737,0.2894736842105263,0.08571428571428572,2,0.35,2,Medium
199,349,149,17757.877,5988.267214230572,0.4269340974212034,0.5730659025787965,0.3155737704918033,2,0.35,0,Hard
200,75,54,18728.0,8303.866894730756,0.72,0.28,0.14285714285714285,2,0.35,2,Medium
201,22,17,18272.727,6895.007290868193,0.7727272727272727,0.2272727272727273,0.1,2,0.35,2,Medium
202,66,41,21469.697,35239.06036334362,0.6212121212121212,0.3787878787878788,0.16363636363636364,2,0.35,2,Medium
203,37,29,16885.135,5997.856849474385,0.7837837837837838,0.21621621621621623,0.05714285714285714,2,0.35,2,Medium
204,176,134,18901.512,7762.201585329945,0.7613636363636364,0.23863636363636365,0.09615384615384616,2,0.35,2,Medium
205,37,33,20405.406,10098.018120897286,0.8918918918918919,0.10810810810810811,0.027777777777777776,2,0.35,2,Medium
206,8,2,20208.25,6068.002866323836,0.25,0.75,0.3333333333333333,2,0.35,0,Hard
207,29,22,16793.104,7078.030952707658,0.7586206896551724,0.24137931034482762,0.125,2,0.35,2,Medium
208,98,58,19716.836,15300.665277426097,0.5918367346938775,0.40816326530612246,0.1875,2,0.35,2,Medium
209,81,41,19049.383,7081.492135432866,0.5061728395061729,0.49382716049382713,0.171875,2,0.35,2,Medium
210,12,6,16916.666,3088.3456393154547,0.5,0.5,0.42857142857142855,2,0.35,0,Hard
211,56,48,19500.0,11033.832269227883,0.8571428571428571,0.1428571428571429,0.10204081632653061,2,0.35,2,Medium
212,68,46,18147.059,7836.509857248748,0.6764705882352942,0.32352941176470584,0.15789473684210525,2,0.35,2,Medium
213,84,58,19883.928,8246.160701083232,0.6904761904761905,0.30952380952380953,0.22388059701492538,2,0.35,2,Medium
214,116,92,18459.05,9952.547410714442,0.7931034482758621,0.2068965517241379,0.13131313131313133,2,0.35,2,Medium
215,89,73,18202.248,4356.760095427719,0.8202247191011236,0.1797752808988764,0.1780821917808219,2,0.35,2,Medium
216,115,90,17826.088,5796.642811758291,0.782608695652174,0.21739130434782605,0.11650485436893204,2,0.35,2,Medium
217,196,126,20690.475,11954.398161747931,0.6428571428571429,0.3571428571428571,0.15337423312883436,2,0.35,2,Medium
218,93,48,17354.838,5590.452189244123,0.5161290322580645,0.4838709677419355,0.11392405063291139,2,0.35,2,Medium
219,61,40,17856.557,9762.861070616185,0.6557377049180327,0.34426229508196726,0.1875,2,0.35,2,Medium
220,75,49,17746.666,5782.296685137745,0.6533333333333333,0.3466666666666667,0.12121212121212122,2,0.35,2,Medium
221,25,22,17960.0,9071.383576941282,0.88,0.12,0.0,2,0.35,1,Easy
222,105,83,17638.096,5042.366297231675,0.7904761904761904,0.20952380952380956,0.16091954022988506,2,0.35,2,Medium
223,46,34,17554.326,4742.239705522874,0.7391304347826086,0.26086956521739135,0.19444444444444445,2,0.35,2,Medium
224,55,45,17533.309,5655.250447585484,0.8181818181818182,0.18181818181818177,0.13333333333333333,2,0.35,2,Medium
225,63,38,17347.873,7321.7418945706995,0.6031746031746031,0.39682539682539686,0.14814814814814814,2,0.35,2,Medium
226,42,39,17333.334,5444.472097711974,0.9285714285714286,0.0714285714285714,0.05,2,0.35,2,Medium
227,3,2,17333.334,2309.4010767585028,0.6666666666666666,0.33333333333333337,0.0,2,0.35,1,Easy
228,26,18,17192.309,4354.484867528932,0.6923076923076923,0.3076923076923077,0.0,2,0.35,1,Easy
229,54,45,21503.703,20971.201843921022,0.8333333333333334,0.16666666666666663,0.038461538461538464,2,0.35,2,Medium
230,44,40,17318.182,4826.153204869384,0.9090909090909091,0.09090909090909094,0.023255813953488372,2,0.35,2,Medium
231,57,34,16853.771,5193.452591682641,0.5964912280701754,0.4035087719298246,0.14285714285714285,2,0.35,2,Medium
232,50,24,17015.0,6034.0044069981805,0.48,0.52,0.1951219512195122,2,0.35,2,Medium
234,73,58,19118.713,10942.678167868244,0.7945205479452054,0.20547945205479456,0.140625,2,0.35,2,Medium
235,102,51,18392.156,8723.652680727399,0.5,0.5,0.26666666666666666,2,0.35,2,Medium
236,210,138,17710.709,6129.1546828046485,0.6571428571428571,0.34285714285714286,0.2214765100671141,2,0.35,2,Medium
237,63,51,17428.572,7277.260840839918,0.8095238095238095,0.19047619047619047,0.08771929824561403,2,0.35,2,Medium
239,106,50,18695.754,6947.764689947572,0.4716981132075472,0.5283018867924528,0.2222222222222222,2,0.35,2,Medium
240,120,52,20779.166,20663.24588229441,0.43333333333333335,0.5666666666666667,0.24731182795698925,2,0.35,2,Medium
241,48,36,18208.334,8123.92928024085,0.75,0.25,0.11904761904761904,2,0.35,2,Medium
242,166,116,17594.879,4920.469395932182,0.6987951807228916,0.3012048192771084,0.17266187050359713,2,0.35,2,Medium
243,1,1,17000.0,0.0,1.0,0.0,0.0,2,0.35,1,Easy
244,129,93,17751.93,4876.828154308594,0.7209302325581395,0.2790697674418605,0.1559633027522936,2,0.35,2,Medium
245,60,45,17783.334,5657.1288958828545,0.75,0.25,0.1875,2,0.35,2,Medium
246,40,33,18450.0,7153.804797233642,0.825,0.17500000000000004,0.08571428571428572,2,0.35,2,Medium
247,49,36,16857.143,4232.808366400098,0.7346938775510204,0.26530612244897955,0.11627906976744186,2,0.35,2,Medium
248,64,57,17882.812,5696.519535771695,0.890625,0.109375,0.05263157894736842,2,0.35,2,Medium
249,80,59,17150.0,3526.033379366263,0.7375,0.26249999999999996,0.1935483870967742,2,0.35,2,Medium
250,87,62,18022.988,5415.260545803508,0.7126436781609196,0.28735632183908044,0.1643835616438356,2,0.35,2,Medium
251,37,31,18720.703,14558.835898337295,0.8378378378378378,0.16216216216216217,0.027777777777777776,2,0.35,2,Medium
